"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.65    ,  0.34  
MgO     ,  5.52    ,  0.33  
Al2O3   ,  9.64    ,  0.58  
SiO2    , 49.34    ,  1.07  
P2O5    ,  0.69    ,  0.12  
SO3     ,  3.92    ,  0.20  
Cl      ,  0.90    ,  0.06  
K2O     ,  1.06    ,  0.06  
CaO     ,  2.99    ,  0.15  
TiO2    ,  1.10    ,  0.07  
Cr2O3   ,  0.35    ,  0.05  
MnO     ,  0.17    ,  0.04  
FeO     , 21.37    ,  0.46  
Ni      ,  0.0722  ,  0.0070
Zn      ,  0.0908  ,  0.0050
Br      ,  0.0096  ,  0.0020
