"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.98    ,  0.14  
MgO     ,  4.99    ,  0.17  
Al2O3   ,  9.07    ,  0.19  
SiO2    , 47.19    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  6.65    ,  0.10  
Cl      ,  2.45    ,  0.03  
K2O     ,  0.96    ,  0.04  
CaO     ,  3.33    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.20    ,  0.01  
FeO     , 19.72    ,  0.26  
Ni      ,  0.0992  ,  0.0050
Zn      ,  0.1093  ,  0.0035
Br      ,  0.0038  ,  0.0005
