"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.00    ,  0.14  
MgO     ,  8.05    ,  0.17  
Al2O3   , 11.30    ,  0.29  
SiO2    , 41.70    ,  0.43  
P2O5    ,  0.73    ,  0.05  
SO3     ,  5.57    ,  0.08  
Cl      ,  0.79    ,  0.02  
K2O     ,  0.49    ,  0.02  
CaO     ,  7.42    ,  0.08  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.45    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 19.14    ,  0.20  
Ni      ,  0.0466  ,  0.0025
Zn      ,  0.0292  ,  0.0010
Br      ,  0.0300  ,  0.0010
