"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.20  
MgO     ,  5.80    ,  0.17  
Al2O3   ,  8.92    ,  0.19  
SiO2    , 49.72    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  6.12    ,  0.10  
Cl      ,  1.31    ,  0.04  
K2O     ,  1.13    ,  0.04  
CaO     ,  2.92    ,  0.04  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.20    ,  0.01  
FeO     , 18.80    ,  0.20  
Ni      ,  0.0911  ,  0.0050
Zn      ,  0.1329  ,  0.0040
Br      ,  0.0689  ,  0.0025
