"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  6.02    ,  0.17  
Al2O3   ,  9.13    ,  0.19  
SiO2    , 50.64    ,  0.54  
P2O5    ,  1.06    ,  0.07  
SO3     ,  3.22    ,  0.10  
Cl      ,  1.22    ,  0.04  
K2O     ,  0.85    ,  0.04  
CaO     ,  2.85    ,  0.04  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.37    ,  0.03  
MnO     ,  0.24    ,  0.01  
FeO     , 20.45    ,  0.26  
Ni      ,  0.1041  ,  0.0055
Zn      ,  0.1370  ,  0.0045
Br      ,  0.0080  ,  0.0010
