"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.07    ,  0.14  
MgO     ,  7.10    ,  0.17  
Al2O3   ,  9.59    ,  0.29  
SiO2    , 43.98    ,  0.54  
P2O5    ,  1.07    ,  0.07  
SO3     ,  3.29    ,  0.05  
Cl      ,  0.97    ,  0.02  
K2O     ,  2.40    ,  0.07  
CaO     ,  6.37    ,  0.07  
TiO2    ,  0.91    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.48    ,  0.01  
FeO     , 20.14    ,  0.26  
Ni      ,  0.0363  ,  0.0020
Zn      ,  0.1262  ,  0.0040
Br      ,  0.0034  ,  0.0005
