"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.58    ,  0.14  
MgO     ,  4.03    ,  0.08  
Al2O3   ,  9.92    ,  0.29  
SiO2    , 51.72    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  7.91    ,  0.10  
Cl      ,  1.57    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  4.54    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 14.25    ,  0.20  
Ni      ,  0.0833  ,  0.0045
Zn      ,  0.0665  ,  0.0020
Br      ,  0.0165  ,  0.0005
