"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.20  
MgO     ,  6.98    ,  0.25  
Al2O3   ,  8.19    ,  0.29  
SiO2    , 43.24    ,  0.75  
P2O5    ,  0.89    ,  0.07  
SO3     , 11.78    ,  0.28  
Cl      ,  1.87    ,  0.07  
K2O     ,  0.69    ,  0.04  
CaO     ,  5.76    ,  0.11  
TiO2    ,  0.94    ,  0.05  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.21    ,  0.03  
FeO     , 16.30    ,  0.20  
Ni      ,  0.0660  ,  0.0060
Zn      ,  0.1048  ,  0.0045
Br      ,  0.0210  ,  0.0015
