"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  6.53    ,  0.17  
Al2O3   ,  8.69    ,  0.19  
SiO2    , 45.41    ,  0.54  
P2O5    ,  0.93    ,  0.07  
SO3     ,  7.47    ,  0.10  
Cl      ,  1.10    ,  0.03  
K2O     ,  0.78    ,  0.02  
CaO     ,  5.57    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.30    ,  0.01  
FeO     , 19.08    ,  0.20  
Ni      ,  0.0777  ,  0.0040
Zn      ,  0.0916  ,  0.0030
Br      ,  0.0187  ,  0.0010
