"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.28    ,  0.14  
MgO     ,  3.61    ,  0.08  
Al2O3   ,  8.94    ,  0.19  
SiO2    , 50.77    ,  0.54  
P2O5    ,  1.22    ,  0.07  
SO3     ,  4.33    ,  0.05  
Cl      ,  0.52    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  3.98    ,  0.04  
TiO2    ,  1.13    ,  0.05  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 21.34    ,  0.26  
Ni      ,  0.1141  ,  0.0060
Zn      ,  0.1288  ,  0.0040
Br      ,  0.0299  ,  0.0010
