"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.20  
MgO     ,  6.42    ,  0.25  
Al2O3   ,  8.99    ,  0.29  
SiO2    , 48.56    ,  0.75  
P2O5    ,  0.92    ,  0.07  
SO3     ,  5.34    ,  0.17  
Cl      ,  1.10    ,  0.06  
K2O     ,  0.85    ,  0.04  
CaO     ,  3.74    ,  0.08  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.29    ,  0.03  
MnO     ,  0.22    ,  0.03  
FeO     , 19.53    ,  0.26  
Ni      ,  0.0970  ,  0.0070
Zn      ,  0.2091  ,  0.0065
Br      ,  0.0333  ,  0.0020
