"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.14  
MgO     ,  4.26    ,  0.17  
Al2O3   ,  8.71    ,  0.19  
SiO2    , 49.58    ,  0.54  
P2O5    ,  1.01    ,  0.07  
SO3     ,  8.31    ,  0.10  
Cl      ,  1.03    ,  0.02  
K2O     ,  0.85    ,  0.04  
CaO     ,  6.23    ,  0.07  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 15.73    ,  0.20  
Ni      ,  0.0811  ,  0.0045
Zn      ,  0.1732  ,  0.0055
Br      ,  0.0494  ,  0.0015
