"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     , 10.34    ,  0.25  
Al2O3   ,  7.97    ,  0.19  
SiO2    , 39.76    ,  0.43  
P2O5    ,  0.86    ,  0.05  
SO3     , 12.07    ,  0.17  
Cl      ,  1.15    ,  0.03  
K2O     ,  0.41    ,  0.02  
CaO     ,  6.78    ,  0.07  
TiO2    ,  0.81    ,  0.03  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.35    ,  0.03  
FeO     , 16.47    ,  0.20  
Ni      ,  0.0436  ,  0.0025
Zn      ,  0.0349  ,  0.0015
Br      ,  0.0414  ,  0.0015
