"Target: Hopeman_raster2, Contains DAT files: APB_576662747ESC20180691648_______M1.DAT"
 6877.1  ,      55
 6901.5  ,      86
 6925.9  ,     124
 6950.3  ,     194
 6974.7  ,     274
 6999.1  ,     324
 7023.5  ,     391
 7047.9  ,     349
 7072.3  ,     332
 7096.7  ,     267
 7121.1  ,     196
 7145.5  ,     109
 7169.9  ,      73
 7194.3  ,      33
 7218.7  ,      19
 7243.1  ,      11
 7267.5  ,      15
 7291.9  ,       6
 7316.3  ,       7
 7340.7  ,       3
 7365.1  ,       3
 7389.5  ,      14
 7413.9  ,       3
 7438.3  ,      12
 7462.7  ,      13
 7487.1  ,      15
 7511.5  ,      10
 7535.9  ,      10
 7560.3  ,       9
 7584.7  ,       9
 7609.1  ,       6
 7633.5  ,       6
 7657.9  ,       4
 7682.3  ,       8
 7706.7  ,       7
 7731.1  ,       7
 7755.5  ,       9
 7779.9  ,      10
 7804.3  ,      13
 7828.7  ,       1
 7853.1  ,       6
 7877.5  ,       4
 7901.9  ,       5
 7926.3  ,       1
 7950.7  ,       5
 7975.1  ,       7
 7999.5  ,       4
 8023.9  ,       6
 8048.3  ,       8
 8072.7  ,       4
 8097.1  ,       6
 8121.6  ,       4
 8146.0  ,       8
 8170.4  ,       8
 8194.8  ,      10
 8219.2  ,       5
 8243.6  ,       6
 8268.0  ,       9
 8292.4  ,       9
 8316.8  ,       4
 8341.2  ,      13
 8365.6  ,       4
 8390.0  ,       8
 8414.4  ,       5
 8438.8  ,      12
 8463.2  ,      12
 8487.6  ,       9
 8512.0  ,      17
 8536.4  ,      24
 8560.8  ,      20
 8585.2  ,      28
 8609.6  ,      28
 8634.0  ,      28
 8658.4  ,      25
 8682.8  ,      16
 8707.2  ,      17
 8731.6  ,       8
 8756.0  ,       8
 8780.4  ,       6
 8804.8  ,      13
 8829.2  ,       3
 8853.6  ,       1
 8878.0  ,       8
 8902.4  ,       5
 8926.8  ,       8
 8951.2  ,       6
 8975.6  ,       7
 9000.0  ,      11
 9024.4  ,       7
 9048.8  ,       8
 9073.2  ,       5
 9097.6  ,       5
 9122.0  ,       8
 9146.4  ,       7
 9170.8  ,       8
 9195.2  ,       2
 9219.6  ,       9
 9244.0  ,      10
 9268.4  ,      10
 9292.8  ,       6
 9317.2  ,       4
 9341.6  ,      11
 9366.0  ,       9
 9390.4  ,       7
 9414.8  ,       7
 9439.2  ,       3
 9463.6  ,       7
 9488.0  ,      10
 9512.5  ,       8
 9536.9  ,       6
 9561.3  ,       6
 9585.7  ,       6
 9610.1  ,       6
 9634.5  ,       5
 9658.9  ,      10
 9683.3  ,       4
 9707.7  ,       6
 9732.1  ,       5
 9756.5  ,       4
 9780.9  ,       6
 9805.3  ,       4
 9829.7  ,       6
 9854.1  ,       4
 9878.5  ,       3
 9902.9  ,       5
 9927.3  ,       7
 9951.7  ,       2
 9976.1  ,       2
10000.5  ,       9
10024.9  ,       8
10049.3  ,       3
10073.7  ,       5
10098.1  ,       8
10122.5  ,       9
10146.9  ,       6
10171.3  ,       6
10195.7  ,       5
10220.1  ,       5
10244.5  ,       4
10268.9  ,       6
10293.3  ,       6
10317.7  ,       3
10342.1  ,       7
10366.5  ,       4
10390.9  ,       8
10415.3  ,       5
10439.7  ,       4
10464.1  ,       7
10488.5  ,      14
10512.9  ,      13
10537.3  ,      11
10561.7  ,       6
10586.1  ,       7
10610.5  ,       5
10634.9  ,      11
10659.3  ,       7
10683.7  ,       8
10708.1  ,       5
10732.5  ,       4
10756.9  ,       7
10781.3  ,       3
10805.7  ,       8
10830.1  ,      11
10854.5  ,       4
10878.9  ,       5
10903.4  ,       5
10927.8  ,       4
10952.2  ,       6
10976.6  ,       8
11001.0  ,       9
11025.4  ,       1
11049.8  ,       9
11074.2  ,       7
11098.6  ,       7
11123.0  ,       9
11147.4  ,      10
11171.8  ,       8
11196.2  ,      11
11220.6  ,       6
11245.0  ,      10
11269.4  ,      10
11293.8  ,      14
11318.2  ,      11
11342.6  ,       8
11367.0  ,      11
11391.4  ,      11
11415.8  ,       5
11440.2  ,       8
11464.6  ,      11
11489.0  ,      11
11513.4  ,      12
11537.8  ,      11
11562.2  ,      18
11586.6  ,      10
11611.0  ,      18
11635.4  ,      10
11659.8  ,      11
11684.2  ,      20
11708.6  ,      16
11733.0  ,      17
11757.4  ,      17
11781.8  ,      10
11806.2  ,      13
11830.6  ,      12
11855.0  ,       7
11879.4  ,      12
11903.8  ,      15
11928.2  ,      12
11952.6  ,      14
11977.0  ,      18
12001.4  ,      13
12025.8  ,      17
12050.2  ,      12
12074.6  ,       7
12099.0  ,      21
12123.4  ,      18
12147.8  ,      16
12172.2  ,      21
12196.6  ,      14
12221.0  ,      11
12245.4  ,       7
12269.9  ,      15
12294.3  ,       6
12318.7  ,       8
12343.1  ,      13
12367.5  ,      11
12391.9  ,      10
12416.3  ,      14
12440.7  ,       7
12465.1  ,      15
12489.5  ,      12
12513.9  ,       9
12538.3  ,      17
12562.7  ,      17
12587.1  ,      13
12611.5  ,      13
12635.9  ,      17
12660.3  ,      17
12684.7  ,      12
12709.1  ,      11
12733.5  ,      16
12757.9  ,       9
12782.3  ,      16
12806.7  ,      22
12831.1  ,      14
12855.5  ,      24
12879.9  ,      26
12904.3  ,      23
12928.7  ,      20
12953.1  ,      21
12977.5  ,      26
13001.9  ,      24
13026.3  ,      30
13050.7  ,      39
13075.1  ,      28
13099.5  ,      35
13123.9  ,      45
13148.3  ,      40
13172.7  ,      49
13197.1  ,      55
13221.5  ,      75
13245.9  ,      55
13270.3  ,      64
13294.7  ,      79
13319.1  ,      83
13343.5  ,      98
13367.9  ,      95
13392.3  ,      99
13416.7  ,     105
13441.1  ,     115
13465.5  ,     110
13489.9  ,     123
13514.3  ,     129
13538.7  ,     127
13563.1  ,      99
13587.5  ,     118
13611.9  ,     108
13636.3  ,     106
13660.8  ,     104
13685.2  ,      90
13709.6  ,      83
13734.0  ,      67
13758.4  ,      66
13782.8  ,      70
13807.2  ,      58
13831.6  ,      48
13856.0  ,      47
13880.4  ,      40
13904.8  ,      52
13929.2  ,      36
13953.6  ,      41
13978.0  ,      52
14002.4  ,      49
14026.8  ,      76
14051.2  ,      70
14075.6  ,      74
14100.0  ,      87
14124.4  ,     103
14148.8  ,     117
14173.2  ,     118
14197.6  ,     150
14222.0  ,     156
14246.4  ,     177
14270.8  ,     170
14295.2  ,     150
14319.6  ,     132
14344.0  ,     105
14368.4  ,      84
14392.8  ,      78
14417.2  ,      60
14441.6  ,      40
14466.0  ,      28
14490.4  ,      27
14514.8  ,       9
14539.2  ,      12
14563.6  ,       5
14588.0  ,      10
14612.4  ,       9
14636.8  ,       9
14661.2  ,       8
14685.6  ,       8
14710.0  ,       9
14734.4  ,      11
14758.8  ,       8
14783.2  ,       9
14807.6  ,      12
14832.0  ,      19
14856.4  ,      11
14880.8  ,      12
14905.2  ,      13
14929.6  ,      17
14954.0  ,      12
14978.4  ,       8
15002.8  ,      17
15027.2  ,       8
15051.7  ,      18
15076.1  ,      20
15100.5  ,      15
15124.9  ,      12
15149.3  ,      18
15173.7  ,       9
15198.1  ,      24
15222.5  ,       9
15246.9  ,      19
15271.3  ,      11
15295.7  ,      19
15320.1  ,      21
15344.5  ,      21
15368.9  ,      30
15393.3  ,      16
15417.7  ,      16
15442.1  ,      35
15466.5  ,      27
15490.9  ,      35
15515.3  ,      49
15539.7  ,      69
15564.1  ,      67
15588.5  ,     112
15612.9  ,     100
15637.3  ,     131
15661.7  ,     175
15686.1  ,     208
15710.5  ,     237
15734.9  ,     226
15759.3  ,     214
15783.7  ,     184
15808.1  ,     198
15832.5  ,     143
15856.9  ,     122
15881.3  ,     108
15905.7  ,      91
15930.1  ,      77
15954.5  ,      75
15978.9  ,      41
16003.3  ,      52
16027.7  ,      39
16052.1  ,      67
16076.5  ,      51
16100.9  ,      54
16125.3  ,      52
16149.7  ,      48
16174.1  ,      42
16198.5  ,      64
16222.9  ,      58
16247.3  ,      58
16271.7  ,      59
16296.1  ,      76
16320.5  ,      60
16344.9  ,      64
16369.3  ,      65
16393.7  ,      46
16418.1  ,      66
16442.6  ,      53
16467.0  ,      53
16491.4  ,      55
16515.8  ,      58
16540.2  ,      65
16564.6  ,      62
16589.0  ,      55
16613.4  ,      67
16637.8  ,      66
16662.2  ,      68
16686.6  ,      78
16711.0  ,      70
16735.4  ,      68
16759.8  ,      94
16784.2  ,      90
16808.6  ,      93
16833.0  ,      85
16857.4  ,      87
16881.8  ,     100
16906.2  ,     118
16930.6  ,     116
16955.0  ,     133
16979.4  ,     139
17003.8  ,     119
17028.2  ,     147
17052.6  ,     123
17077.0  ,     146
17101.4  ,     143
17125.8  ,     156
17150.2  ,     176
17174.6  ,     160
17199.0  ,     145
17223.4  ,     149
17247.8  ,     136
17272.2  ,     134
17296.6  ,     151
17321.0  ,     130
17345.4  ,     115
17369.8  ,      99
17394.2  ,      83
17418.6  ,      85
17443.0  ,      86
17467.4  ,      82
17491.8  ,      56
17516.2  ,      66
17540.6  ,      65
17565.0  ,      80
17589.4  ,      73
17613.8  ,      73
17638.2  ,      87
17662.6  ,      70
17687.0  ,      77
17711.4  ,      60
17735.8  ,      50
17760.2  ,      56
17784.6  ,      55
17809.0  ,      35
17833.5  ,      32
17857.9  ,      38
17882.3  ,      26
17906.7  ,      33
17931.1  ,      35
17955.5  ,      28
17979.9  ,      31
18004.3  ,      31
18028.7  ,      20
18053.1  ,      37
18077.5  ,      40
18101.9  ,      51
18126.3  ,      44
18150.7  ,      60
18175.1  ,      72
18199.5  ,      87
18223.9  ,     102
18248.3  ,     132
18272.7  ,     130
18297.1  ,     145
18321.5  ,     113
18345.9  ,      98
18370.3  ,      98
18394.7  ,      70
18419.1  ,      45
18443.5  ,      39
18467.9  ,      33
18492.3  ,      25
18516.7  ,      22
18541.1  ,      17
18565.5  ,       8
18589.9  ,      15
18614.3  ,       9
18638.7  ,      16
18663.1  ,       5
18687.5  ,       8
18711.9  ,       7
18736.3  ,       8
18760.7  ,       4
18785.1  ,       9
18809.5  ,       9
18833.9  ,      10
18858.3  ,       9
18882.7  ,       9
18907.1  ,      10
18931.5  ,      13
18955.9  ,      16
18980.3  ,       7
19004.7  ,       6
19029.1  ,      17
19053.5  ,      11
19077.9  ,      18
19102.3  ,      12
19126.7  ,      16
19151.1  ,      10
19175.5  ,      17
19199.9  ,       8
19224.4  ,      20
19248.8  ,       5
19273.2  ,      21
19297.6  ,      14
19322.0  ,      14
19346.4  ,      19
19370.8  ,      17
19395.2  ,      14
19419.6  ,      24
19444.0  ,      19
19468.4  ,      19
19492.8  ,      28
19517.2  ,      26
19541.6  ,      29
19566.0  ,      36
19590.4  ,      31
19614.8  ,      30
19639.2  ,      51
19663.6  ,      29
19688.0  ,      39
19712.4  ,      27
19736.8  ,      34
19761.2  ,      32
19785.6  ,      47
19810.0  ,      42
19834.4  ,      37
19858.8  ,      35
19883.2  ,      43
19907.6  ,      53
19932.0  ,      40
19956.4  ,      33
19980.8  ,      33
20005.2  ,      27
20029.6  ,      32
20054.0  ,      33
20078.4  ,      38
20102.8  ,      25
20127.2  ,      30
20151.6  ,      28
20176.0  ,      15
20200.4  ,      24
20224.8  ,      24
20249.2  ,      19
20273.6  ,      22
20298.0  ,      29
20322.4  ,      16
20346.8  ,      13
20371.2  ,      21
20395.6  ,      11
20420.0  ,      14
20444.4  ,      12
20468.8  ,      12
20493.2  ,      12
20517.6  ,      16
20542.0  ,      12
20566.4  ,      11
20590.9  ,      18
20615.3  ,      14
20639.7  ,      13
20664.1  ,      12
20688.5  ,      10
20712.9  ,       9
20737.3  ,       8
20761.7  ,       9
20786.1  ,       6
20810.5  ,       4
20834.9  ,      18
20859.3  ,       6
20883.7  ,      11
20908.1  ,       8
20932.5  ,       5
20956.9  ,       2
20981.3  ,       7
21005.7  ,       4
21030.1  ,       7
21054.5  ,       7
21078.9  ,       7
21103.3  ,       5
21127.7  ,       8
21152.1  ,       6
21176.5  ,       5
21200.9  ,      16
21225.3  ,      12
21249.7  ,      10
21274.1  ,      15
21298.5  ,      16
21322.9  ,      23
21347.3  ,      24
21371.7  ,      25
21396.1  ,      21
21420.5  ,      26
21444.9  ,      25
21469.3  ,      24
21493.7  ,      20
21518.1  ,      18
21542.5  ,      14
21566.9  ,      17
21591.3  ,      15
21615.7  ,       4
21640.1  ,       8
21664.5  ,       1
21688.9  ,       3
21713.3  ,       1
21737.7  ,       7
21762.1  ,       3
21786.5  ,       5
21810.9  ,       5
21835.3  ,       5
21859.7  ,       7
21884.1  ,       3
21908.5  ,       3
21932.9  ,       5
21957.3  ,       8
21981.8  ,       3
22006.2  ,       4
22030.6  ,       5
22055.0  ,       3
22079.4  ,       4
22103.8  ,       6
22128.2  ,       6
22152.6  ,      12
22177.0  ,       5
22201.4  ,      10
22225.8  ,      10
22250.2  ,       7
22274.6  ,       3
22299.0  ,       6
22323.4  ,       4
22347.8  ,       4
22372.2  ,       5
22396.6  ,       2
22421.0  ,       2
22445.4  ,       1
22469.8  ,       2
22494.2  ,       2
22518.6  ,       2
22543.0  ,       2
22567.4  ,       2
22591.8  ,       1
22616.2  ,       3
22640.6  ,       7
22665.0  ,       2
22689.4  ,       5
22713.8  ,       2
22738.2  ,       1
22762.6  ,       0
22787.0  ,       1
22811.4  ,       3
22835.8  ,       2
22860.2  ,       4
22884.6  ,       0
22909.0  ,       2
22933.4  ,       3
22957.8  ,       1
22982.2  ,       0
23006.6  ,       3
23031.0  ,       3
23055.4  ,       1
23079.8  ,       2
23104.2  ,       4
23128.6  ,       3
23153.0  ,       5
23177.4  ,       1
23201.8  ,       3
23226.2  ,       2
23250.6  ,       3
23275.0  ,       5
23299.4  ,       5
23323.8  ,       1
23348.2  ,       5
23372.7  ,       2
23397.1  ,       3
23421.5  ,       1
23445.9  ,       1
23470.3  ,       2
23494.7  ,       2
23519.1  ,       3
23543.5  ,       3
23567.9  ,       1
23592.3  ,       0
23616.7  ,       6
23641.1  ,       2
23665.5  ,       5
23689.9  ,       2
23714.3  ,       5
23738.7  ,       4
23763.1  ,       3
23787.5  ,       4
23811.9  ,       3
23836.3  ,       0
23860.7  ,       1
23885.1  ,       2
23909.5  ,       2
23933.9  ,       5
23958.3  ,       1
23982.7  ,       4
24007.1  ,       2
24031.5  ,       3
24055.9  ,       4
24080.3  ,       4
24104.7  ,       3
24129.1  ,       3
24153.5  ,       3
24177.9  ,       2
24202.3  ,       6
24226.7  ,       3
24251.1  ,       4
24275.5  ,       4
24299.9  ,       4
24324.3  ,       5
24348.7  ,       2
24373.1  ,       2
24397.5  ,       2
24421.9  ,       2
24446.3  ,       3
24470.7  ,       2
24495.1  ,       3
24519.5  ,       2
24543.9  ,       3
24568.3  ,       3
24592.7  ,       1
24617.1  ,       2
24641.5  ,       3
24665.9  ,       3
24690.3  ,       2
24714.7  ,       2
24739.1  ,       2
24763.6  ,       3
24788.0  ,       1
24812.4  ,       4
24836.8  ,       0
24861.2  ,       1
24885.6  ,       5
24910.0  ,       2
24934.4  ,       6
24958.8  ,       3
24983.2  ,       3
25007.6  ,       2
25032.0  ,       4
25056.4  ,       1
25080.8  ,       2
25105.2  ,       2
25129.6  ,       3
25154.0  ,       5
25178.4  ,       4
25202.8  ,       2
25227.2  ,       2
25251.6  ,       3
25276.0  ,       2
25300.4  ,       7
25324.8  ,       2
25349.2  ,       5
25373.6  ,       5
25398.0  ,       2
25422.4  ,       5
25446.8  ,    7993
