"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.02    ,  0.27  
MgO     ,  4.77    ,  0.25  
Al2O3   , 13.22    ,  0.38  
SiO2    , 49.03    ,  0.86  
P2O5    ,  1.25    ,  0.09  
SO3     ,  6.30    ,  0.22  
Cl      ,  1.08    ,  0.06  
K2O     ,  0.74    ,  0.05  
CaO     ,  7.41    ,  0.14  
TiO2    ,  0.74    ,  0.05  
Cr2O3   ,  0.06    ,  0.03  
MnO     ,  0.24    ,  0.03  
FeO     , 11.04    ,  0.20  
Ni      ,  0.0120  ,  0.0040
Zn      ,  0.0325  ,  0.0030
Br      ,  0.0031  ,  0.0015
