"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.66    ,  0.14  
MgO     ,  3.00    ,  0.08  
Al2O3   ,  9.58    ,  0.29  
SiO2    , 53.71    ,  0.64  
P2O5    ,  2.51    ,  0.14  
SO3     ,  2.22    ,  0.05  
Cl      ,  0.70    ,  0.02  
K2O     ,  1.01    ,  0.04  
CaO     ,  2.88    ,  0.04  
TiO2    ,  1.28    ,  0.05  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 18.67    ,  0.20  
Ni      ,  0.0396  ,  0.0020
Zn      ,  0.0691  ,  0.0025
Br      ,  0.0357  ,  0.0015
