"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.09    ,  0.20  
MgO     ,  4.37    ,  0.17  
Al2O3   ,  5.91    ,  0.19  
SiO2    , 29.68    ,  0.43  
P2O5    ,  0.88    ,  0.09  
SO3     , 24.20    ,  0.40  
Cl      ,  1.16    ,  0.06  
K2O     ,  0.65    ,  0.04  
CaO     , 14.93    ,  0.17  
TiO2    ,  0.68    ,  0.07  
Cr2O3   ,  0.18    ,  0.03  
MnO     ,  0.12    ,  0.03  
FeO     , 14.82    ,  0.20  
Ni      ,  0.0492  ,  0.0050
Zn      ,  0.0823  ,  0.0040
Br      ,  0.0137  ,  0.0015
