"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.53    ,  0.20  
MgO     ,  5.31    ,  0.17  
Al2O3   , 10.31    ,  0.29  
SiO2    , 53.01    ,  0.64  
P2O5    ,  1.11    ,  0.07  
SO3     ,  4.78    ,  0.12  
Cl      ,  0.57    ,  0.03  
K2O     ,  0.76    ,  0.02  
CaO     ,  4.30    ,  0.07  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.25    ,  0.03  
FeO     , 15.47    ,  0.20  
Ni      ,  0.0521  ,  0.0035
Zn      ,  0.1254  ,  0.0040
Br      ,  0.0045  ,  0.0010
