"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.73    ,  0.14  
MgO     ,  4.92    ,  0.17  
Al2O3   , 10.76    ,  0.29  
SiO2    , 52.98    ,  0.54  
P2O5    ,  1.15    ,  0.07  
SO3     ,  4.46    ,  0.05  
Cl      ,  0.50    ,  0.01  
K2O     ,  0.76    ,  0.02  
CaO     ,  4.09    ,  0.04  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.28    ,  0.01  
FeO     , 15.81    ,  0.20  
Ni      ,  0.0531  ,  0.0030
Zn      ,  0.1214  ,  0.0040
Br      ,  0.0014  ,  0.0005
