"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  0.96    ,  0.07  
MgO     , 12.29    ,  0.25  
Al2O3   ,  5.62    ,  0.19  
SiO2    , 37.38    ,  0.43  
P2O5    ,  0.64    ,  0.05  
SO3     ,  3.57    ,  0.05  
Cl      ,  0.57    ,  0.01  
K2O     ,  3.09    ,  0.10  
CaO     ,  5.26    ,  0.06  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.49    ,  0.01  
MnO     ,  0.53    ,  0.01  
FeO     , 27.90    ,  0.33  
Ni      ,  0.0516  ,  0.0030
Zn      ,  0.4775  ,  0.0145
Br      ,  0.0123  ,  0.0005
