"Target: Haroldswick_Raster1, Contains DAT files: APB_568045949ESC19210671762_______M1.DAT"
  482.2  ,     900
  506.6  ,       0
  531.0  ,       0
  555.4  ,       0
  579.8  ,       0
  604.2  ,     111
  628.5  ,       0
  652.9  ,       0
  677.3  ,     117
  701.7  ,     131
  726.1  ,     142
  750.5  ,     139
  774.9  ,     117
  799.3  ,     116
  823.7  ,     154
  848.1  ,     113
  872.5  ,     157
  896.9  ,     150
  921.2  ,     143
  945.6  ,     204
  970.0  ,     302
  994.4  ,     383
 1018.8  ,     447
 1043.2  ,     442
 1067.6  ,     404
 1092.0  ,     304
 1116.4  ,     289
 1140.8  ,     299
 1165.2  ,     510
 1189.5  ,     786
 1213.9  ,    1050
 1238.3  ,    1244
 1262.7  ,    1202
 1287.1  ,     974
 1311.5  ,     608
 1335.9  ,     458
 1360.3  ,     469
 1384.7  ,     784
 1409.1  ,    1206
 1433.5  ,    1889
 1457.8  ,    2455
 1482.2  ,    2613
 1506.6  ,    2239
 1531.0  ,    1641
 1555.4  ,    1103
 1579.8  ,     761
 1604.2  ,     980
 1628.6  ,    1921
 1653.0  ,    3643
 1677.4  ,    6198
 1701.8  ,    8458
 1726.2  ,    9814
 1750.5  ,    8877
 1774.9  ,    6450
 1799.3  ,    4068
 1823.7  ,    2198
 1848.1  ,    1030
 1872.5  ,     544
 1896.9  ,     318
 1921.3  ,     222
 1945.7  ,     207
 1970.1  ,     187
 1994.5  ,     202
 2018.8  ,     206
 2043.2  ,     141
 2067.6  ,     113
 2092.0  ,      99
 2116.4  ,      69
 2140.8  ,      84
 2165.2  ,      79
 2189.6  ,     111
 2214.0  ,     174
 2238.4  ,     217
 2262.8  ,     341
 2287.1  ,     396
 2311.5  ,     372
 2335.9  ,     312
 2360.3  ,     212
 2384.7  ,     122
 2409.1  ,     103
 2433.5  ,      75
 2457.9  ,      72
 2482.3  ,      62
 2506.7  ,      68
 2531.1  ,     117
 2555.5  ,     126
 2579.8  ,     180
 2604.2  ,     206
 2628.6  ,     200
 2653.0  ,     169
 2677.4  ,     120
 2701.8  ,      79
 2726.2  ,      44
 2750.6  ,      32
 2775.0  ,      53
 2799.4  ,      46
 2823.8  ,      35
 2848.1  ,      29
 2872.5  ,      43
 2896.9  ,      37
 2921.3  ,      46
 2945.7  ,      43
 2970.1  ,      42
 2994.5  ,      33
 3018.9  ,      36
 3043.3  ,      24
 3067.7  ,      16
 3092.1  ,      23
 3116.4  ,      25
 3140.8  ,      25
 3165.2  ,      33
 3189.6  ,      24
 3214.0  ,      60
 3238.4  ,      82
 3262.8  ,     114
 3287.2  ,     126
 3311.6  ,     120
 3336.0  ,     104
 3360.4  ,      88
 3384.8  ,      58
 3409.1  ,      44
 3433.5  ,      38
 3457.9  ,      28
 3482.3  ,      40
 3506.7  ,      48
 3531.1  ,      61
 3555.5  ,      79
 3579.9  ,     124
 3604.3  ,     184
 3628.7  ,     269
 3653.1  ,     325
 3677.4  ,     349
 3701.8  ,     318
 3726.2  ,     264
 3750.6  ,     159
 3775.0  ,     120
 3799.4  ,      59
 3823.8  ,      44
 3848.2  ,      21
 3872.6  ,      24
 3897.0  ,      16
 3921.4  ,      46
 3945.8  ,      38
 3970.1  ,      54
 3994.5  ,      48
 4018.9  ,      53
 4043.3  ,      46
 4067.7  ,      47
 4092.1  ,      28
 4116.5  ,      23
 4140.9  ,      26
 4165.3  ,      14
 4189.7  ,      10
 4214.1  ,      13
 4238.4  ,      20
 4262.8  ,      19
 4287.2  ,      14
 4311.6  ,      15
 4336.0  ,      12
 4360.4  ,      17
 4384.8  ,      23
 4409.2  ,      49
 4433.6  ,      63
 4458.0  ,      94
 4482.4  ,      92
 4506.7  ,      93
 4531.1  ,      83
 4555.5  ,      60
 4579.9  ,      60
 4604.3  ,      42
 4628.7  ,      30
 4653.1  ,      32
 4677.5  ,      26
 4701.9  ,      20
 4726.3  ,      19
 4750.7  ,      15
 4775.1  ,      19
 4799.4  ,      23
 4823.8  ,      18
 4848.2  ,      21
 4872.6  ,      27
 4897.0  ,      23
 4921.4  ,      31
 4945.8  ,      24
 4970.2  ,      24
 4994.6  ,      19
 5019.0  ,      12
 5043.4  ,      16
 5067.7  ,      16
 5092.1  ,      14
 5116.5  ,      20
 5140.9  ,      14
 5165.3  ,      20
 5189.7  ,      17
 5214.1  ,      12
 5238.5  ,      20
 5262.9  ,      24
 5287.3  ,      40
 5311.7  ,      38
 5336.0  ,      36
 5360.4  ,      44
 5384.8  ,      36
 5409.2  ,      52
 5433.6  ,      37
 5458.0  ,      43
 5482.4  ,      34
 5506.8  ,      25
 5531.2  ,      31
 5555.6  ,      15
 5580.0  ,      24
 5604.4  ,      23
 5628.7  ,      20
 5653.1  ,      20
 5677.5  ,      24
 5701.9  ,      18
 5726.3  ,      24
 5750.7  ,      22
 5775.1  ,      27
 5799.5  ,      35
 5823.9  ,      51
 5848.3  ,      39
 5872.7  ,      39
 5897.0  ,      58
 5921.4  ,      62
 5945.8  ,      47
 5970.2  ,      45
 5994.6  ,      37
 6019.0  ,      37
 6043.4  ,      57
 6067.8  ,      35
 6092.2  ,      52
 6116.6  ,      58
 6141.0  ,      66
 6165.4  ,     105
 6189.7  ,     125
 6214.1  ,     277
 6238.5  ,     535
 6262.9  ,    1004
 6287.3  ,    1614
 6311.7  ,    2292
 6336.1  ,    3034
 6360.5  ,    3675
 6384.9  ,    3737
 6409.3  ,    3446
 6433.7  ,    2782
 6458.0  ,    2018
 6482.4  ,    1283
 6506.8  ,     700
 6531.2  ,     340
 6555.6  ,     153
 6580.0  ,      82
 6604.4  ,      51
 6628.8  ,      20
 6653.2  ,      26
 6677.6  ,      22
 6702.0  ,      19
 6726.3  ,      28
 6750.7  ,      21
 6775.1  ,      23
 6799.5  ,      29
 6823.9  ,      45
 6848.3  ,      59
 6872.7  ,      84
 6897.1  ,     144
 6921.5  ,     217
 6945.9  ,     322
 6970.3  ,     409
 6994.7  ,     507
 7019.0  ,     564
 7043.4  ,     579
 7067.8  ,     529
 7092.2  ,     454
 7116.6  ,     310
 7141.0  ,     220
 7165.4  ,     127
 7189.8  ,      70
 7214.2  ,      43
 7238.6  ,      23
 7263.0  ,      11
 7287.3  ,      14
 7311.7  ,       9
 7336.1  ,      12
 7360.5  ,      21
 7384.9  ,      18
 7409.3  ,      21
 7433.7  ,      36
 7458.1  ,      34
 7482.5  ,      21
 7506.9  ,      26
 7531.3  ,      19
 7555.6  ,      13
 7580.0  ,      12
 7604.4  ,      10
 7628.8  ,       7
 7653.2  ,      11
 7677.6  ,       7
 7702.0  ,      10
 7726.4  ,      12
 7750.8  ,       6
 7775.2  ,       2
 7799.6  ,       8
 7824.0  ,       9
 7848.3  ,       6
 7872.7  ,       7
 7897.1  ,       4
 7921.5  ,       9
 7945.9  ,       5
 7970.3  ,       9
 7994.7  ,       6
 8019.1  ,       8
 8043.5  ,      12
 8067.9  ,      12
 8092.3  ,       5
 8116.6  ,       9
 8141.0  ,      12
 8165.4  ,       9
 8189.8  ,       3
 8214.2  ,      12
 8238.6  ,       8
 8263.0  ,       7
 8287.4  ,       9
 8311.8  ,       8
 8336.2  ,      10
 8360.6  ,       8
 8384.9  ,       6
 8409.3  ,       8
 8433.7  ,      16
 8458.1  ,      11
 8482.5  ,      17
 8506.9  ,      17
 8531.3  ,      21
 8555.7  ,      32
 8580.1  ,      30
 8604.5  ,      38
 8628.9  ,      31
 8653.3  ,      26
 8677.6  ,      35
 8702.0  ,      24
 8726.4  ,      16
 8750.8  ,      13
 8775.2  ,      11
 8799.6  ,       8
 8824.0  ,       6
 8848.4  ,       8
 8872.8  ,      11
 8897.2  ,       5
 8921.6  ,       5
 8945.9  ,       9
 8970.3  ,       8
 8994.7  ,       4
 9019.1  ,      10
 9043.5  ,      10
 9067.9  ,       4
 9092.3  ,       2
 9116.7  ,       4
 9141.1  ,       5
 9165.5  ,      12
 9189.9  ,       5
 9214.3  ,       8
 9238.6  ,       9
 9263.0  ,       8
 9287.4  ,       2
 9311.8  ,       5
 9336.2  ,       6
 9360.6  ,       9
 9385.0  ,       2
 9409.4  ,       6
 9433.8  ,       5
 9458.2  ,       6
 9482.6  ,       8
 9506.9  ,      11
 9531.3  ,      11
 9555.7  ,      10
 9580.1  ,      12
 9604.5  ,      10
 9628.9  ,      13
 9653.3  ,      11
 9677.7  ,      10
 9702.1  ,       9
 9726.5  ,       9
 9750.9  ,      10
 9775.2  ,       9
 9799.6  ,       7
 9824.0  ,      12
 9848.4  ,      13
 9872.8  ,      14
 9897.2  ,      16
 9921.6  ,      10
 9946.0  ,       5
 9970.4  ,      10
 9994.8  ,      12
10019.2  ,       6
10043.6  ,       5
10067.9  ,       8
10092.3  ,       4
10116.7  ,       4
10141.1  ,       8
10165.5  ,       9
10189.9  ,       7
