"Target: Haroldswick_Raster1, Contains DAT files: APB_568045949ESC19210671762_______M1.DAT"
10214.3  ,       3
10238.7  ,       8
10263.1  ,       8
10287.5  ,       7
10311.9  ,       5
10336.2  ,       9
10360.6  ,       6
10385.0  ,       2
10409.4  ,       9
10433.8  ,       3
10458.2  ,       6
10482.6  ,       4
10507.0  ,      11
10531.4  ,       9
10555.8  ,       8
10580.2  ,       7
10604.5  ,       5
10628.9  ,      10
10653.3  ,       6
10677.7  ,       6
10702.1  ,       4
10726.5  ,      10
10750.9  ,       7
10775.3  ,       5
10799.7  ,       5
10824.1  ,      13
10848.5  ,      12
10872.9  ,       6
10897.2  ,      11
10921.6  ,       5
10946.0  ,       9
10970.4  ,       8
10994.8  ,       5
11019.2  ,       2
11043.6  ,       8
11068.0  ,       8
11092.4  ,      15
11116.8  ,      10
11141.2  ,      11
11165.5  ,       9
11189.9  ,       9
11214.3  ,       8
11238.7  ,       4
11263.1  ,       5
11287.5  ,       6
11311.9  ,       9
11336.3  ,       4
11360.7  ,       8
11385.1  ,      11
11409.5  ,       6
11433.9  ,      11
11458.2  ,      15
11482.6  ,      12
11507.0  ,      10
11531.4  ,       5
11555.8  ,      13
11580.2  ,      12
11604.6  ,      10
11629.0  ,       8
11653.4  ,      10
11677.8  ,      12
11702.2  ,      13
11726.5  ,      11
11750.9  ,      16
11775.3  ,      15
11799.7  ,      16
11824.1  ,      19
11848.5  ,      18
11872.9  ,      22
11897.3  ,      22
11921.7  ,      15
11946.1  ,      23
11970.5  ,      14
11994.8  ,      20
12019.2  ,      17
12043.6  ,      23
12068.0  ,      18
12092.4  ,      21
12116.8  ,      17
12141.2  ,      24
12165.6  ,      22
12190.0  ,      14
12214.4  ,      16
12238.8  ,       9
12263.2  ,      12
12287.5  ,       7
12311.9  ,       8
12336.3  ,      14
12360.7  ,       6
12385.1  ,      10
12409.5  ,      10
12433.9  ,      17
12458.3  ,      10
12482.7  ,      13
12507.1  ,      12
12531.5  ,      11
12555.8  ,      12
12580.2  ,      11
12604.6  ,      11
12629.0  ,      19
12653.4  ,      17
12677.8  ,      16
12702.2  ,       7
12726.6  ,      14
12751.0  ,      18
12775.4  ,      17
12799.8  ,      15
12824.1  ,      19
12848.5  ,      17
12872.9  ,      12
12897.3  ,      22
12921.7  ,      20
12946.1  ,      20
12970.5  ,      22
12994.9  ,      25
13019.3  ,      18
13043.7  ,      21
13068.1  ,      35
13092.5  ,      26
13116.8  ,      39
13141.2  ,      41
13165.6  ,      46
13190.0  ,      42
13214.4  ,      49
13238.8  ,      51
13263.2  ,      62
13287.6  ,      64
13312.0  ,      85
13336.4  ,      69
13360.8  ,      85
13385.1  ,      94
13409.5  ,     106
13433.9  ,     105
13458.3  ,     121
13482.7  ,      99
13507.1  ,     104
13531.5  ,     110
13555.9  ,     115
13580.3  ,      97
13604.7  ,      98
13629.1  ,      90
13653.4  ,      78
13677.8  ,      77
13702.2  ,      71
13726.6  ,      70
13751.0  ,      71
13775.4  ,      57
13799.8  ,      46
13824.2  ,      48
13848.6  ,      48
13873.0  ,      32
13897.4  ,      31
13921.8  ,      26
13946.1  ,      33
13970.5  ,      39
13994.9  ,      49
14019.3  ,      31
14043.7  ,      48
14068.1  ,      50
14092.5  ,      61
14116.9  ,      76
14141.3  ,      94
14165.7  ,     117
14190.1  ,     125
14214.4  ,     124
14238.8  ,     138
14263.2  ,     135
14287.6  ,     150
14312.0  ,     111
14336.4  ,     120
14360.8  ,      85
14385.2  ,      75
14409.6  ,      43
14434.0  ,      40
14458.4  ,      28
14482.8  ,      21
14507.1  ,      17
14531.5  ,      16
14555.9  ,       8
14580.3  ,       7
14604.7  ,       7
14629.1  ,       7
14653.5  ,       6
14677.9  ,      13
14702.3  ,       8
14726.7  ,      11
14751.1  ,       8
14775.4  ,      12
14799.8  ,       9
14824.2  ,      12
14848.6  ,      10
14873.0  ,      15
14897.4  ,      12
14921.8  ,      14
14946.2  ,      15
14970.6  ,      16
14995.0  ,       8
15019.4  ,      19
15043.7  ,       8
15068.1  ,      11
15092.5  ,       7
15116.9  ,       8
15141.3  ,      14
15165.7  ,      16
15190.1  ,      16
15214.5  ,       9
15238.9  ,      11
15263.3  ,      14
15287.7  ,      12
15312.1  ,      17
15336.4  ,      19
15360.8  ,      17
15385.2  ,      18
15409.6  ,      26
15434.0  ,      15
15458.4  ,      28
15482.8  ,      42
15507.2  ,      41
15531.6  ,      55
15556.0  ,      73
15580.4  ,      71
15604.7  ,     107
15629.1  ,     144
15653.5  ,     158
15677.9  ,     181
15702.3  ,     185
15726.7  ,     205
15751.1  ,     232
15775.5  ,     188
15799.9  ,     159
15824.3  ,     177
15848.7  ,     119
15873.0  ,     131
15897.4  ,     102
15921.8  ,      82
15946.2  ,      62
15970.6  ,      51
15995.0  ,      33
16019.4  ,      52
16043.8  ,      34
16068.2  ,      48
16092.6  ,      36
16117.0  ,      33
16141.4  ,      44
16165.7  ,      48
16190.1  ,      41
16214.5  ,      54
16238.9  ,      37
16263.3  ,      55
16287.7  ,      52
16312.1  ,      50
16336.5  ,      49
16360.9  ,      45
16385.3  ,      48
16409.7  ,      49
16434.0  ,      51
16458.4  ,      43
16482.8  ,      39
16507.2  ,      52
16531.6  ,      37
16556.0  ,      63
16580.4  ,      40
16604.8  ,      37
16629.2  ,      48
16653.6  ,      52
16678.0  ,      46
16702.3  ,      52
16726.7  ,      62
16751.1  ,      78
16775.5  ,      83
16799.9  ,      70
16824.3  ,      97
16848.7  ,      91
16873.1  ,     123
16897.5  ,      99
16921.9  ,     105
16946.3  ,      94
16970.7  ,     120
16995.0  ,     117
17019.4  ,     105
17043.8  ,     122
17068.2  ,     126
17092.6  ,     122
17117.0  ,     101
17141.4  ,     111
17165.8  ,     124
17190.2  ,     131
17214.6  ,     148
17239.0  ,     137
17263.3  ,     114
17287.7  ,     111
17312.1  ,     107
17336.5  ,     104
17360.9  ,      98
17385.3  ,      75
17409.7  ,      78
17434.1  ,      76
17458.5  ,      52
17482.9  ,      61
17507.3  ,      49
17531.7  ,      58
17556.0  ,      59
17580.4  ,      63
17604.8  ,      65
17629.2  ,      60
17653.6  ,      67
17678.0  ,      75
17702.4  ,      58
17726.8  ,      55
17751.2  ,      50
17775.6  ,      41
17800.0  ,      34
17824.3  ,      31
17848.7  ,      31
17873.1  ,      21
17897.5  ,      22
17921.9  ,      33
17946.3  ,      23
17970.7  ,      30
17995.1  ,      29
18019.5  ,      25
18043.9  ,      29
18068.3  ,      20
18092.6  ,      43
18117.0  ,      43
18141.4  ,      54
18165.8  ,      69
18190.2  ,      81
18214.6  ,      86
18239.0  ,     114
18263.4  ,     111
18287.8  ,     109
18312.2  ,     110
18336.6  ,     107
18361.0  ,      91
18385.3  ,      65
18409.7  ,      55
18434.1  ,      42
18458.5  ,      40
18482.9  ,      27
18507.3  ,      16
18531.7  ,      24
18556.1  ,      13
18580.5  ,      11
18604.9  ,      10
18629.3  ,       6
18653.6  ,       9
18678.0  ,       7
18702.4  ,      12
18726.8  ,       7
18751.2  ,       7
18775.6  ,       7
18800.0  ,       5
18824.4  ,      10
18848.8  ,      10
18873.2  ,       4
18897.6  ,      11
18921.9  ,       7
18946.3  ,       6
18970.7  ,       2
18995.1  ,       4
19019.5  ,       8
19043.9  ,       8
19068.3  ,      10
19092.7  ,      11
19117.1  ,       9
19141.5  ,      13
19165.9  ,      12
19190.3  ,      15
19214.6  ,      11
19239.0  ,       6
19263.4  ,      17
19287.8  ,       9
19312.2  ,      24
19336.6  ,       9
19361.0  ,      13
19385.4  ,      14
19409.8  ,      15
19434.2  ,      13
19458.6  ,      20
19482.9  ,      20
19507.3  ,      24
19531.7  ,      28
19556.1  ,      24
19580.5  ,      18
19604.9  ,      21
19629.3  ,      31
19653.7  ,      26
19678.1  ,      31
19702.5  ,      39
19726.9  ,      29
19751.3  ,      29
19775.6  ,      28
19800.0  ,      29
19824.4  ,      24
19848.8  ,      30
19873.2  ,      29
19897.6  ,      30
19922.0  ,      36
19946.4  ,      31
19970.8  ,      30
19995.2  ,      24
20019.6  ,      27
20043.9  ,      17
20068.3  ,      22
20092.7  ,      28
20117.1  ,      26
20141.5  ,      18
20165.9  ,      39
20190.3  ,      25
20214.7  ,      17
20239.1  ,      26
20263.5  ,      17
20287.9  ,      16
20312.2  ,      24
20336.6  ,      17
20361.0  ,      16
20385.4  ,      15
20409.8  ,      20
20434.2  ,       8
20458.6  ,      14
20483.0  ,      25
20507.4  ,      15
20531.8  ,      16
20556.2  ,      11
20580.6  ,      15
20604.9  ,      12
20629.3  ,      12
20653.7  ,      15
20678.1  ,       9
20702.5  ,       9
20726.9  ,      12
20751.3  ,      11
20775.7  ,       7
20800.1  ,       9
20824.5  ,      12
20848.9  ,      10
20873.2  ,       6
20897.6  ,       3
20922.0  ,      12
20946.4  ,       4
20970.8  ,       8
20995.2  ,       1
21019.6  ,       4
21044.0  ,       6
21068.4  ,       3
21092.8  ,       7
21117.2  ,       9
21141.5  ,       9
21165.9  ,       9
21190.3  ,      11
21214.7  ,      11
21239.1  ,       7
21263.5  ,      11
21287.9  ,      14
21312.3  ,      19
21336.7  ,      20
21361.1  ,      20
21385.5  ,      25
21409.9  ,      12
21434.2  ,      32
21458.6  ,      25
21483.0  ,      16
21507.4  ,      11
21531.8  ,      10
21556.2  ,       8
21580.6  ,      13
21605.0  ,       2
21629.4  ,       7
21653.8  ,       6
21678.2  ,       6
21702.5  ,       5
21726.9  ,       5
21751.3  ,       2
21775.7  ,       5
21800.1  ,       6
21824.5  ,       3
21848.9  ,       3
21873.3  ,       6
21897.7  ,       8
21922.1  ,       8
21946.5  ,       1
21970.8  ,       7
21995.2  ,       4
22019.6  ,       5
22044.0  ,       5
22068.4  ,      10
22092.8  ,       7
22117.2  ,       8
22141.6  ,       1
22166.0  ,      10
22190.4  ,       4
22214.8  ,       9
22239.2  ,       4
22263.5  ,       3
22287.9  ,       4
22312.3  ,       2
22336.7  ,       4
22361.1  ,       3
22385.5  ,       4
22409.9  ,       3
22434.3  ,       3
22458.7  ,       2
22483.1  ,       2
22507.5  ,       2
22531.8  ,       3
22556.2  ,       6
22580.6  ,       2
22605.0  ,       0
22629.4  ,       2
22653.8  ,       7
22678.2  ,       3
22702.6  ,       5
22727.0  ,       0
22751.4  ,       6
22775.8  ,       2
22800.2  ,       2
22824.5  ,       2
22848.9  ,       5
22873.3  ,       2
22897.7  ,       3
22922.1  ,       4
22946.5  ,       0
22970.9  ,       1
22995.3  ,       6
23019.7  ,       1
23044.1  ,       2
23068.5  ,       5
23092.8  ,       3
23117.2  ,       3
23141.6  ,       4
23166.0  ,       2
23190.4  ,       3
23214.8  ,       4
23239.2  ,       1
23263.6  ,       4
23288.0  ,       1
23312.4  ,       3
23336.8  ,       1
23361.1  ,       3
23385.5  ,       3
23409.9  ,       3
23434.3  ,       2
23458.7  ,       4
23483.1  ,       1
23507.5  ,       3
23531.9  ,       6
23556.3  ,       4
23580.7  ,       2
23605.1  ,       4
23629.5  ,       6
23653.8  ,       3
23678.2  ,       1
23702.6  ,       4
23727.0  ,       1
23751.4  ,       2
23775.8  ,       3
23800.2  ,       3
23824.6  ,       4
23849.0  ,       0
23873.4  ,       4
23897.8  ,       1
23922.1  ,       6
23946.5  ,       4
23970.9  ,       1
23995.3  ,       4
24019.7  ,       2
24044.1  ,       1
24068.5  ,       4
24092.9  ,       3
24117.3  ,       2
24141.7  ,       2
24166.1  ,       1
24190.4  ,       3
24214.8  ,       2
24239.2  ,       2
24263.6  ,       5
24288.0  ,       4
24312.4  ,       4
24336.8  ,       1
24361.2  ,       3
24385.6  ,       2
24410.0  ,       0
24434.4  ,       5
24458.8  ,       3
24483.1  ,       1
24507.5  ,       2
24531.9  ,       4
24556.3  ,       2
24580.7  ,       1
24605.1  ,       3
24629.5  ,       0
24653.9  ,       5
24678.3  ,       3
24702.7  ,       4
24727.1  ,       3
24751.4  ,       3
24775.8  ,       2
24800.2  ,       1
24824.6  ,       2
24849.0  ,       0
24873.4  ,       4
24897.8  ,       4
24922.2  ,       5
24946.6  ,       4
24971.0  ,       4
24995.4  ,       3
25019.8  ,       2
25044.1  ,       4
25068.5  ,       1
25092.9  ,       2
25117.3  ,       6
25141.7  ,       7
25166.1  ,       3
25190.5  ,       3
25214.9  ,      10
25239.3  ,       6
25263.7  ,       3
25288.1  ,       4
25312.4  ,       1
25336.8  ,       5
25361.2  ,       7
25385.6  ,       1
25410.0  ,       4
25434.4  ,    8760
