"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.74    ,  0.27  
MgO     ,  6.63    ,  0.33  
Al2O3   , 10.19    ,  0.38  
SiO2    , 51.32    ,  0.86  
P2O5    ,  1.16    ,  0.09  
SO3     ,  4.38    ,  0.20  
Cl      ,  1.20    ,  0.07  
K2O     ,  0.80    ,  0.05  
CaO     ,  3.54    ,  0.10  
TiO2    ,  0.99    ,  0.07  
Cr2O3   ,  0.30    ,  0.05  
MnO     ,  0.13    ,  0.03  
FeO     , 16.43    ,  0.20  
Ni      ,  0.0663  ,  0.0065
Zn      ,  0.0505  ,  0.0040
Br      ,  0.0087  ,  0.0015
