"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.55    ,  0.27  
MgO     ,  6.70    ,  0.33  
Al2O3   ,  9.47    ,  0.38  
SiO2    , 47.67    ,  0.86  
P2O5    ,  1.01    ,  0.09  
SO3     ,  3.49    ,  0.20  
Cl      ,  0.95    ,  0.07  
K2O     ,  0.60    ,  0.05  
CaO     ,  3.84    ,  0.11  
TiO2    ,  0.89    ,  0.07  
Cr2O3   ,  0.28    ,  0.05  
MnO     ,  0.14    ,  0.04  
FeO     , 22.22    ,  0.26  
Ni      ,  0.0640  ,  0.0080
Zn      ,  0.0590  ,  0.0050
Br      ,  0.0038  ,  0.0015
