"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.14  
MgO     ,  5.40    ,  0.17  
Al2O3   ,  9.41    ,  0.19  
SiO2    , 48.06    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     ,  6.69    ,  0.15  
Cl      ,  1.31    ,  0.05  
K2O     ,  0.92    ,  0.04  
CaO     ,  4.44    ,  0.07  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.12    ,  0.03  
FeO     , 18.72    ,  0.20  
Ni      ,  0.0935  ,  0.0050
Zn      ,  0.1175  ,  0.0040
Br      ,  0.0128  ,  0.0010
