"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.79    ,  0.07  
MgO     ,  3.29    ,  0.08  
Al2O3   ,  6.19    ,  0.19  
SiO2    , 32.89    ,  0.43  
P2O5    ,  0.99    ,  0.07  
SO3     , 23.01    ,  0.25  
Cl      ,  0.63    ,  0.02  
K2O     ,  0.60    ,  0.02  
CaO     , 13.87    ,  0.14  
TiO2    ,  0.80    ,  0.03  
Cr2O3   ,  0.22    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 15.33    ,  0.20  
Ni      ,  0.0634  ,  0.0035
Zn      ,  0.0721  ,  0.0025
Br      ,  0.0110  ,  0.0005
