"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.04    ,  0.14  
MgO     ,  6.23    ,  0.17  
Al2O3   ,  8.85    ,  0.19  
SiO2    , 49.03    ,  0.54  
P2O5    ,  0.91    ,  0.05  
SO3     ,  6.58    ,  0.08  
Cl      ,  2.08    ,  0.03  
K2O     ,  0.49    ,  0.02  
CaO     ,  6.56    ,  0.07  
TiO2    ,  0.93    ,  0.03  
Cr2O3   ,  0.38    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 14.57    ,  0.20  
Ni      ,  0.0248  ,  0.0015
Zn      ,  0.0249  ,  0.0010
Br      ,  0.0076  ,  0.0005
