"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.38    ,  0.14  
MgO     ,  7.06    ,  0.17  
Al2O3   ,  8.22    ,  0.19  
SiO2    , 44.44    ,  0.54  
P2O5    ,  1.00    ,  0.07  
SO3     ,  7.23    ,  0.12  
Cl      ,  1.32    ,  0.04  
K2O     ,  0.83    ,  0.04  
CaO     ,  4.24    ,  0.06  
TiO2    ,  0.99    ,  0.05  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  0.23    ,  0.03  
FeO     , 21.31    ,  0.26  
Ni      ,  0.0739  ,  0.0040
Zn      ,  0.1000  ,  0.0035
Br      ,  0.0910  ,  0.0030
