"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  5.75    ,  0.20  
MgO     ,  3.89    ,  0.08  
Al2O3   , 14.44    ,  0.38  
SiO2    , 49.71    ,  0.54  
P2O5    ,  1.28    ,  0.07  
SO3     ,  2.51    ,  0.05  
Cl      ,  0.89    ,  0.02  
K2O     ,  2.35    ,  0.07  
CaO     ,  6.72    ,  0.07  
TiO2    ,  0.72    ,  0.03  
Cr2O3   ,  0.04    ,  0.01  
MnO     ,  0.24    ,  0.01  
FeO     , 11.36    ,  0.13  
Ni      ,  0.0059  ,  0.0010
Zn      ,  0.0185  ,  0.0010
Br      ,  0.0060  ,  0.0005
