"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.22    ,  0.20  
MgO     ,  5.90    ,  0.25  
Al2O3   ,  8.72    ,  0.29  
SiO2    , 47.68    ,  0.64  
P2O5    ,  0.92    ,  0.07  
SO3     ,  6.09    ,  0.20  
Cl      ,  1.55    ,  0.06  
K2O     ,  0.99    ,  0.04  
CaO     ,  4.09    ,  0.08  
TiO2    ,  1.02    ,  0.07  
Cr2O3   ,  0.33    ,  0.05  
MnO     ,  0.34    ,  0.03  
FeO     , 19.46    ,  0.26  
Ni      ,  0.1318  ,  0.0070
Zn      ,  0.3143  ,  0.0095
Br      ,  0.0687  ,  0.0025
