"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.61    ,  0.14  
MgO     ,  6.14    ,  0.17  
Al2O3   ,  9.44    ,  0.19  
SiO2    , 47.12    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  8.78    ,  0.10  
Cl      ,  0.96    ,  0.02  
K2O     ,  0.91    ,  0.04  
CaO     ,  5.98    ,  0.07  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 15.44    ,  0.20  
Ni      ,  0.0931  ,  0.0050
Zn      ,  0.0969  ,  0.0030
Br      ,  0.0122  ,  0.0005
