"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.59    ,  0.14  
MgO     ,  5.25    ,  0.17  
Al2O3   ,  9.41    ,  0.29  
SiO2    , 49.47    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  6.67    ,  0.10  
Cl      ,  1.56    ,  0.03  
K2O     ,  1.04    ,  0.04  
CaO     ,  4.22    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 17.21    ,  0.20  
Ni      ,  0.0642  ,  0.0035
Zn      ,  0.0650  ,  0.0020
Br      ,  0.0041  ,  0.0005
