"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.34    ,  0.20  
MgO     ,  7.95    ,  0.25  
Al2O3   ,  7.58    ,  0.29  
SiO2    , 38.73    ,  0.64  
P2O5    ,  1.11    ,  0.07  
SO3     , 15.05    ,  0.32  
Cl      ,  1.13    ,  0.06  
K2O     ,  0.61    ,  0.04  
CaO     ,  5.65    ,  0.11  
TiO2    ,  0.91    ,  0.07  
Cr2O3   ,  0.21    ,  0.03  
MnO     ,  0.19    ,  0.03  
FeO     , 18.06    ,  0.20  
Ni      ,  0.0872  ,  0.0065
Zn      ,  0.0918  ,  0.0045
Br      ,  0.0085  ,  0.0015
