"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.64    ,  0.14  
MgO     ,  5.44    ,  0.17  
Al2O3   ,  8.89    ,  0.19  
SiO2    , 47.65    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  6.62    ,  0.08  
Cl      ,  1.38    ,  0.02  
K2O     ,  1.03    ,  0.04  
CaO     ,  4.36    ,  0.06  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 19.23    ,  0.20  
Ni      ,  0.0859  ,  0.0045
Zn      ,  0.0892  ,  0.0030
Br      ,  0.0046  ,  0.0005
