"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.20  
MgO     ,  5.39    ,  0.25  
Al2O3   ,  8.87    ,  0.19  
SiO2    , 49.07    ,  0.64  
P2O5    ,  0.75    ,  0.07  
SO3     ,  4.48    ,  0.15  
Cl      ,  0.97    ,  0.05  
K2O     ,  1.12    ,  0.04  
CaO     ,  2.80    ,  0.07  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.19    ,  0.03  
FeO     , 22.04    ,  0.26  
Ni      ,  0.0893  ,  0.0060
Zn      ,  0.1065  ,  0.0045
Br      ,  0.0581  ,  0.0025
