"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.75    ,  0.14  
MgO     ,  5.44    ,  0.17  
Al2O3   , 12.54    ,  0.29  
SiO2    , 51.96    ,  0.64  
P2O5    ,  1.03    ,  0.07  
SO3     ,  4.66    ,  0.12  
Cl      ,  0.76    ,  0.04  
K2O     ,  0.75    ,  0.02  
CaO     ,  3.78    ,  0.07  
TiO2    ,  1.11    ,  0.05  
Cr2O3   ,  0.42    ,  0.03  
MnO     ,  0.27    ,  0.03  
FeO     , 14.14    ,  0.20  
Ni      ,  0.0764  ,  0.0040
Zn      ,  0.1525  ,  0.0050
Br      ,  0.0736  ,  0.0025
