"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.53    ,  0.14  
MgO     ,  6.28    ,  0.17  
Al2O3   ,  9.00    ,  0.19  
SiO2    , 46.38    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  7.44    ,  0.08  
Cl      ,  1.15    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  5.09    ,  0.06  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.37    ,  0.01  
FeO     , 18.27    ,  0.20  
Ni      ,  0.0868  ,  0.0045
Zn      ,  0.1410  ,  0.0045
Br      ,  0.0083  ,  0.0005
