"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.14  
MgO     ,  7.32    ,  0.17  
Al2O3   ,  7.47    ,  0.19  
SiO2    , 37.24    ,  0.43  
P2O5    ,  0.88    ,  0.05  
SO3     , 18.91    ,  0.22  
Cl      ,  0.76    ,  0.03  
K2O     ,  0.48    ,  0.02  
CaO     ,  6.40    ,  0.07  
TiO2    ,  0.75    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 16.77    ,  0.20  
Ni      ,  0.0564  ,  0.0030
Zn      ,  0.0360  ,  0.0015
Br      ,  0.0168  ,  0.0010
