"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.63    ,  0.14  
MgO     ,  5.22    ,  0.17  
Al2O3   ,  5.95    ,  0.19  
SiO2    , 54.58    ,  0.64  
P2O5    ,  1.18    ,  0.07  
SO3     , 11.90    ,  0.15  
Cl      ,  1.90    ,  0.04  
K2O     ,  0.47    ,  0.02  
CaO     ,  7.54    ,  0.08  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.41    ,  0.01  
MnO     ,  0.12    ,  0.01  
FeO     ,  6.90    ,  0.13  
Ni      ,  0.0112  ,  0.0015
Zn      ,  0.0112  ,  0.0010
Br      ,  0.0355  ,  0.0015
