"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.97    ,  0.41  
MgO     ,  6.37    ,  0.42  
Al2O3   , 12.00    ,  0.67  
SiO2    , 47.32    ,  0.96  
P2O5    ,  0.70    ,  0.09  
SO3     ,  2.15    ,  0.12  
Cl      ,  0.71    ,  0.04  
K2O     ,  2.16    ,  0.11  
CaO     ,  5.23    ,  0.27  
TiO2    ,  0.66    ,  0.05  
Cr2O3   ,  0.21    ,  0.03  
MnO     ,  0.14    ,  0.03  
FeO     , 16.93    ,  0.39  
Ni      ,  0.0316  ,  0.0035
Zn      ,  0.0680  ,  0.0035
Br      ,  0.0040  ,  0.0010
