"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     ,  5.48    ,  0.17  
Al2O3   ,  9.18    ,  0.19  
SiO2    , 47.27    ,  0.54  
P2O5    ,  1.21    ,  0.07  
SO3     ,  6.42    ,  0.08  
Cl      ,  1.10    ,  0.02  
K2O     ,  1.02    ,  0.04  
CaO     ,  4.01    ,  0.04  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 20.00    ,  0.26  
Ni      ,  0.0738  ,  0.0040
Zn      ,  0.1182  ,  0.0040
Br      ,  0.0088  ,  0.0005
