"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.60    ,  0.55  
MgO     ,  7.10    ,  0.42  
Al2O3   ,  9.18    ,  0.48  
SiO2    , 45.94    ,  0.96  
P2O5    ,  0.66    ,  0.28  
SO3     , 11.01    ,  1.12  
Cl      ,  0.69    ,  0.08  
K2O     ,  0.80    ,  0.08  
CaO     ,  4.09    ,  0.42  
TiO2    ,  0.97    ,  0.10  
Cr2O3   ,  0.32    ,  0.06  
MnO     ,  0.16    ,  0.08  
FeO     , 15.29    ,  1.11  
Ni      ,  0.3647  ,  0.0365
Zn      ,  0.2055  ,  0.0210
Br      ,  0.0057  ,  0.0010
