"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.36    ,  0.14  
MgO     ,  6.33    ,  0.17  
Al2O3   ,  8.31    ,  0.19  
SiO2    , 42.37    ,  0.43  
P2O5    ,  1.25    ,  0.07  
SO3     ,  4.55    ,  0.08  
Cl      ,  2.11    ,  0.03  
K2O     ,  0.66    ,  0.02  
CaO     ,  3.12    ,  0.04  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.35    ,  0.01  
FeO     , 26.80    ,  0.33  
Ni      ,  0.1448  ,  0.0075
Zn      ,  0.2455  ,  0.0075
Br      ,  0.0404  ,  0.0015
