"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.12    ,  0.07  
MgO     ,  7.79    ,  0.17  
Al2O3   ,  8.09    ,  0.19  
SiO2    , 45.14    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  7.90    ,  0.10  
Cl      ,  0.77    ,  0.02  
K2O     ,  0.85    ,  0.04  
CaO     ,  4.32    ,  0.06  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.57    ,  0.01  
FeO     , 19.64    ,  0.26  
Ni      ,  0.0784  ,  0.0040
Zn      ,  0.2430  ,  0.0075
Br      ,  0.0478  ,  0.0015
