"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.64    ,  0.14  
MgO     ,  5.50    ,  0.17  
Al2O3   ,  9.07    ,  0.19  
SiO2    , 48.45    ,  0.54  
P2O5    ,  0.88    ,  0.05  
SO3     ,  4.80    ,  0.10  
Cl      ,  1.19    ,  0.03  
K2O     ,  1.09    ,  0.04  
CaO     ,  2.65    ,  0.04  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 21.90    ,  0.26  
Ni      ,  0.0905  ,  0.0050
Zn      ,  0.0917  ,  0.0030
Br      ,  0.0451  ,  0.0015
