"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.61    ,  0.20  
MgO     ,  6.02    ,  0.25  
Al2O3   ,  9.16    ,  0.29  
SiO2    , 49.89    ,  0.54  
P2O5    ,  0.66    ,  0.07  
SO3     ,  3.57    ,  0.15  
Cl      ,  1.82    ,  0.07  
K2O     ,  1.09    ,  0.05  
CaO     ,  3.16    ,  0.08  
TiO2    ,  0.91    ,  0.07  
Cr2O3   ,  0.33    ,  0.05  
MnO     ,  0.12    ,  0.03  
FeO     , 19.93    ,  0.26  
Ni      ,  0.0869  ,  0.0070
Zn      ,  0.1310  ,  0.0055
Br      ,  0.1209  ,  0.0040
