"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.14  
MgO     ,  8.26    ,  0.17  
Al2O3   ,  8.14    ,  0.19  
SiO2    , 40.65    ,  0.43  
P2O5    ,  0.90    ,  0.05  
SO3     ,  8.36    ,  0.10  
Cl      ,  1.15    ,  0.02  
K2O     ,  1.94    ,  0.06  
CaO     ,  5.85    ,  0.07  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.35    ,  0.01  
FeO     , 20.37    ,  0.26  
Ni      ,  0.0424  ,  0.0025
Zn      ,  0.1468  ,  0.0045
Br      ,  0.0808  ,  0.0025
