"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.90    ,  0.20  
MgO     ,  9.08    ,  0.25  
Al2O3   ,  8.78    ,  0.29  
SiO2    , 41.93    ,  0.54  
P2O5    ,  0.99    ,  0.09  
SO3     ,  5.05    ,  0.20  
Cl      ,  1.24    ,  0.07  
K2O     ,  0.70    ,  0.05  
CaO     ,  6.62    ,  0.14  
TiO2    ,  0.92    ,  0.07  
Cr2O3   ,  0.38    ,  0.05  
MnO     ,  0.30    ,  0.04  
FeO     , 20.86    ,  0.26  
Ni      ,  0.0685  ,  0.0085
Zn      ,  0.0900  ,  0.0060
Br      ,  0.0059  ,  0.0015
