"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.79    ,  0.14  
MgO     ,  8.52    ,  0.25  
Al2O3   ,  9.71    ,  0.29  
SiO2    , 43.40    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     ,  6.88    ,  0.08  
Cl      ,  1.27    ,  0.02  
K2O     ,  0.47    ,  0.02  
CaO     ,  6.87    ,  0.07  
TiO2    ,  0.93    ,  0.03  
Cr2O3   ,  0.42    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 17.36    ,  0.20  
Ni      ,  0.0411  ,  0.0025
Zn      ,  0.0273  ,  0.0010
Br      ,  0.0205  ,  0.0010
