"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.55    ,  0.14  
MgO     ,  4.94    ,  0.17  
Al2O3   ,  9.26    ,  0.19  
SiO2    , 50.70    ,  0.54  
P2O5    ,  0.53    ,  0.05  
SO3     ,  6.28    ,  0.10  
Cl      ,  0.72    ,  0.02  
K2O     ,  0.98    ,  0.04  
CaO     ,  4.81    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 17.42    ,  0.20  
Ni      ,  0.0764  ,  0.0040
Zn      ,  0.1210  ,  0.0040
Br      ,  0.0072  ,  0.0010
