"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.35    ,  0.20  
MgO     ,  6.16    ,  0.25  
Al2O3   ,  8.60    ,  0.29  
SiO2    , 47.04    ,  0.64  
P2O5    ,  1.11    ,  0.07  
SO3     ,  5.73    ,  0.17  
Cl      ,  0.94    ,  0.05  
K2O     ,  0.97    ,  0.04  
CaO     ,  3.21    ,  0.07  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.24    ,  0.03  
FeO     , 21.89    ,  0.26  
Ni      ,  0.0928  ,  0.0060
Zn      ,  0.1555  ,  0.0050
Br      ,  0.0122  ,  0.0015
