"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  8.82    ,  0.25  
Al2O3   ,  9.38    ,  0.19  
SiO2    , 43.96    ,  0.54  
P2O5    ,  0.87    ,  0.05  
SO3     ,  5.93    ,  0.15  
Cl      ,  1.18    ,  0.04  
K2O     ,  0.43    ,  0.02  
CaO     ,  6.36    ,  0.08  
TiO2    ,  0.96    ,  0.03  
Cr2O3   ,  0.42    ,  0.03  
MnO     ,  0.33    ,  0.03  
FeO     , 18.44    ,  0.20  
Ni      ,  0.0440  ,  0.0035
Zn      ,  0.0296  ,  0.0020
Br      ,  0.0237  ,  0.0010
