"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.55    ,  0.20  
MgO     ,  6.37    ,  0.17  
Al2O3   ,  8.83    ,  0.19  
SiO2    , 47.45    ,  0.54  
P2O5    ,  0.83    ,  0.07  
SO3     ,  5.28    ,  0.17  
Cl      ,  1.17    ,  0.05  
K2O     ,  1.29    ,  0.05  
CaO     ,  2.61    ,  0.07  
TiO2    ,  0.98    ,  0.05  
Cr2O3   ,  0.35    ,  0.03  
MnO     ,  0.35    ,  0.03  
FeO     , 21.43    ,  0.26  
Ni      ,  0.0867  ,  0.0060
Zn      ,  0.1273  ,  0.0050
Br      ,  0.0216  ,  0.0015
