"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.33    ,  0.07  
MgO     ,  3.95    ,  0.08  
Al2O3   ,  2.92    ,  0.10  
SiO2    , 14.41    ,  0.21  
P2O5    ,  0.64    ,  0.05  
SO3     , 40.78    ,  0.43  
Cl      ,  0.72    ,  0.02  
K2O     ,  0.11    ,  0.01  
CaO     , 29.71    ,  0.31  
TiO2    ,  0.18    ,  0.02  
Cr2O3   ,  0.11    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     ,  4.91    ,  0.07  
Ni      ,  0.0142  ,  0.0010
Zn      ,  0.0520  ,  0.0020
Br      ,  0.0076  ,  0.0005
