"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.51    ,  0.14  
MgO     ,  5.86    ,  0.17  
Al2O3   ,  9.14    ,  0.19  
SiO2    , 48.72    ,  0.54  
P2O5    ,  0.93    ,  0.07  
SO3     ,  5.13    ,  0.08  
Cl      ,  1.82    ,  0.03  
K2O     ,  1.10    ,  0.04  
CaO     ,  3.92    ,  0.04  
TiO2    ,  1.18    ,  0.05  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 18.75    ,  0.20  
Ni      ,  0.0939  ,  0.0050
Zn      ,  0.1223  ,  0.0040
Br      ,  0.0967  ,  0.0030
