"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.20  
MgO     ,  6.54    ,  0.25  
Al2O3   ,  9.17    ,  0.29  
SiO2    , 47.64    ,  0.64  
P2O5    ,  0.95    ,  0.07  
SO3     ,  5.04    ,  0.17  
Cl      ,  0.86    ,  0.05  
K2O     ,  0.80    ,  0.04  
CaO     ,  3.77    ,  0.08  
TiO2    ,  1.08    ,  0.07  
Cr2O3   ,  0.42    ,  0.03  
MnO     ,  0.16    ,  0.03  
FeO     , 20.69    ,  0.26  
Ni      ,  0.1099  ,  0.0065
Zn      ,  0.2080  ,  0.0065
Br      ,  0.0099  ,  0.0015
