"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.20  
MgO     ,  6.13    ,  0.25  
Al2O3   ,  8.76    ,  0.29  
SiO2    , 46.87    ,  0.75  
P2O5    ,  1.21    ,  0.07  
SO3     ,  5.42    ,  0.17  
Cl      ,  0.83    ,  0.05  
K2O     ,  0.93    ,  0.04  
CaO     ,  4.24    ,  0.08  
TiO2    ,  1.03    ,  0.07  
Cr2O3   ,  0.34    ,  0.05  
MnO     ,  0.23    ,  0.03  
FeO     , 21.06    ,  0.26  
Ni      ,  0.0869  ,  0.0065
Zn      ,  0.1234  ,  0.0050
Br      ,  0.0131  ,  0.0015
