"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  4.82    ,  0.17  
Al2O3   ,  8.99    ,  0.19  
SiO2    , 49.66    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  3.67    ,  0.05  
Cl      ,  1.04    ,  0.02  
K2O     ,  1.10    ,  0.04  
CaO     ,  2.59    ,  0.03  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 22.76    ,  0.26  
Ni      ,  0.0995  ,  0.0050
Zn      ,  0.1055  ,  0.0035
Br      ,  0.0230  ,  0.0010
