"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.57    ,  0.14  
MgO     ,  3.70    ,  0.17  
Al2O3   ,  3.16    ,  0.19  
SiO2    , 13.53    ,  0.21  
P2O5    ,  0.56    ,  0.12  
SO3     , 42.14    ,  0.50  
Cl      ,  0.62    ,  0.05  
K2O     ,  0.14    ,  0.02  
CaO     , 31.60    ,  0.32  
TiO2    ,  0.16    ,  0.10  
Cr2O3   ,  0.06    ,  0.03  
MnO     ,  0.05    ,  0.04  
FeO     ,  2.63    ,  0.07  
Ni      ,  0.0074  ,  0.0030
Zn      ,  0.0152  ,  0.0020
Br      ,  0.0055  ,  0.0010
