"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.79    ,  0.14  
MgO     ,  5.00    ,  0.17  
Al2O3   ,  8.28    ,  0.19  
SiO2    , 43.97    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  8.24    ,  0.10  
Cl      ,  2.34    ,  0.03  
K2O     ,  0.97    ,  0.04  
CaO     ,  4.86    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.88    ,  0.26  
Ni      ,  0.1009  ,  0.0055
Zn      ,  0.1095  ,  0.0035
Br      ,  0.0060  ,  0.0005
