"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.00    ,  0.20  
MgO     ,  4.09    ,  0.17  
Al2O3   ,  6.97    ,  0.19  
SiO2    , 35.73    ,  0.54  
P2O5    ,  0.73    ,  0.07  
SO3     , 23.27    ,  0.40  
Cl      ,  1.06    ,  0.05  
K2O     ,  0.53    ,  0.04  
CaO     , 12.91    ,  0.17  
TiO2    ,  0.65    ,  0.07  
Cr2O3   ,  0.20    ,  0.03  
MnO     ,  0.10    ,  0.03  
FeO     , 11.43    ,  0.13  
Ni      ,  0.0587  ,  0.0050
Zn      ,  0.0503  ,  0.0030
Br      ,  0.0121  ,  0.0015
