"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.18    ,  0.20  
MgO     ,  4.27    ,  0.17  
Al2O3   ,  7.43    ,  0.19  
SiO2    , 35.40    ,  0.64  
P2O5    ,  0.89    ,  0.07  
SO3     , 22.61    ,  0.40  
Cl      ,  1.17    ,  0.06  
K2O     ,  0.59    ,  0.04  
CaO     , 13.09    ,  0.17  
TiO2    ,  0.80    ,  0.05  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.08    ,  0.03  
FeO     , 11.02    ,  0.13  
Ni      ,  0.0471  ,  0.0050
Zn      ,  0.0419  ,  0.0030
Br      ,  0.0113  ,  0.0015
