"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  4.34    ,  0.17  
Al2O3   ,  9.64    ,  0.29  
SiO2    , 53.17    ,  0.54  
P2O5    ,  1.25    ,  0.07  
SO3     ,  3.58    ,  0.05  
Cl      ,  1.56    ,  0.02  
K2O     ,  1.12    ,  0.04  
CaO     ,  2.76    ,  0.03  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.09    ,  0.01  
FeO     , 18.21    ,  0.20  
Ni      ,  0.0915  ,  0.0050
Zn      ,  0.0877  ,  0.0030
Br      ,  0.0604  ,  0.0020
