"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.33    ,  0.20  
MgO     ,  5.36    ,  0.25  
Al2O3   ,  8.16    ,  0.29  
SiO2    , 45.28    ,  0.75  
P2O5    ,  0.95    ,  0.07  
SO3     ,  8.75    ,  0.25  
Cl      ,  1.42    ,  0.06  
K2O     ,  1.07    ,  0.05  
CaO     ,  5.28    ,  0.10  
TiO2    ,  0.99    ,  0.09  
Cr2O3   ,  0.41    ,  0.05  
MnO     ,  0.26    ,  0.04  
FeO     , 19.25    ,  0.20  
Ni      ,  0.0859  ,  0.0065
Zn      ,  0.1367  ,  0.0055
Br      ,  0.0832  ,  0.0030
